NP_001352948.1	5a53c289baff7c034c2a393fab940ce2	1732	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	1.9E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
NP_001352948.1	5a53c289baff7c034c2a393fab940ce2	1732	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.6E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
NP_001352948.1	5a53c289baff7c034c2a393fab940ce2	1732	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1013	1063	2.9E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_001352948.1	5a53c289baff7c034c2a393fab940ce2	1732	Pfam	PF25346	MRCK kinase PH domain	1076	1202	4.5E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
NP_001352948.1	5a53c289baff7c034c2a393fab940ce2	1732	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0016	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001352948.1	5a53c289baff7c034c2a393fab940ce2	1732	Pfam	PF00069	Protein kinase domain	77	343	2.7E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001352948.1	5a53c289baff7c034c2a393fab940ce2	1732	Pfam	PF00780	CNH domain	1238	1494	7.0E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
NP_001356599.1	731cb0d3a5a7c0b886724a13d8382eb5	451	Pfam	PF00433	Protein kinase C terminal domain	299	339	1.0E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001356599.1	731cb0d3a5a7c0b886724a13d8382eb5	451	Pfam	PF00069	Protein kinase domain	38	273	7.5E-63	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001356600.1	fb2a7b6767711360e7448868b5b79887	445	Pfam	PF00433	Protein kinase C terminal domain	293	333	9.9E-8	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001356600.1	fb2a7b6767711360e7448868b5b79887	445	Pfam	PF00069	Protein kinase domain	55	272	3.1E-58	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001357003.1	9c8ee75c7abd6c87bd994f32741fc53c	479	Pfam	PF00169	PH domain	7	105	1.3E-13	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_001357003.1	9c8ee75c7abd6c87bd994f32741fc53c	479	Pfam	PF00069	Protein kinase domain	150	405	6.0E-76	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001357003.1	9c8ee75c7abd6c87bd994f32741fc53c	479	Pfam	PF00433	Protein kinase C terminal domain	426	473	5.0E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001361710.1	c9b342fe30ab19c54334aa02be7e5bfb	283	Pfam	PF00069	Protein kinase domain	1	231	5.5E-63	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001362489.1	c51b4b54df05ea2aa7a6bc512152fe5e	354	Pfam	PF00069	Protein kinase domain	47	301	2.1E-71	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001362490.1	e711a2c0c1584f713b52d09dbd9411db	349	Pfam	PF00069	Protein kinase domain	42	296	2.0E-71	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001362491.1	362a986527e7605618ff5b7028eaf4cd	350	Pfam	PF00069	Protein kinase domain	43	297	2.0E-71	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001362492.1	e792ec4a6816da3362469343eb6f36ec	347	Pfam	PF00069	Protein kinase domain	40	294	2.0E-71	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001362493.1	2fc99249f33c7b6f631a9e91e83cb1b7	346	Pfam	PF00069	Protein kinase domain	39	293	2.0E-71	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001362494.1	f395260cda04390bfc1c9171f16a3c1a	338	Pfam	PF00069	Protein kinase domain	31	285	1.8E-71	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001369359.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00433	Protein kinase C terminal domain	429	474	3.5E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001369359.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00169	PH domain	7	106	1.2E-15	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_001369359.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00069	Protein kinase domain	151	408	4.7E-76	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001369360.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00433	Protein kinase C terminal domain	429	474	3.5E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001369360.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00169	PH domain	7	106	1.2E-15	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_001369360.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00069	Protein kinase domain	151	408	4.7E-76	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001369361.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00169	PH domain	7	106	1.2E-15	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_001369361.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00433	Protein kinase C terminal domain	429	474	3.5E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001369361.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00069	Protein kinase domain	151	408	4.7E-76	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001369362.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00169	PH domain	7	106	1.2E-15	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_001369362.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00433	Protein kinase C terminal domain	429	474	3.5E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001369362.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00069	Protein kinase domain	151	408	4.7E-76	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF00069	Protein kinase domain	7425	7678	1.0E-60	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF00069	Protein kinase domain	8632	8881	1.9E-39	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF00612	IQ calmodulin-binding motif	5831	5850	1.3	T	14-10-2025	IPR000048	IQ motif, EF-hand binding site	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF00041	Fibronectin type III domain	5481	5564	4.0E-7	T	14-10-2025	IPR003961	Fibronectin type III	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF22697	SOS1/NGEF-like PH domain	6847	6957	1.5E-22	T	14-10-2025	IPR055251	SOS1/NGEF-like, PH domain	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	4320	4402	4.5E-7	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	245	328	2.4E-13	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	5025	5100	4.5E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	4144	4226	1.2E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	2185	2269	0.0065	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	2101	2171	1.1E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	3615	3698	1.0E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	6971	7055	4.6E-12	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	2989	3055	0.0057	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	1542	1609	6.6E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	2365	2447	0.009	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	2900	2982	2.9E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	3258	3338	1.1E-7	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	1634	1700	3.4E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	335	405	2.7E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	4937	5008	1.4E-4	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	2631	2711	2.9E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	8420	8505	3.8E-12	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	2009	2075	7.9E-10	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	3167	3238	0.019	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	3880	3959	0.0026	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	1818	1884	3.9E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	898	965	1.5E-9	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	3077	3153	1.8E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	3792	3874	5.7E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	4232	4314	1.4E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	3526	3599	2.4E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	4408	4490	2.9E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	6328	6423	4.8E-10	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	6217	6307	2.7E-12	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	3704	3778	3.6E-4	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	5209	5293	0.011	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	1450	1516	2.2E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	7065	7156	8.7E-13	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	5855	5945	1.8E-12	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	3435	3509	0.011	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	809	872	0.0081	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	1174	1240	4.8E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	4056	4127	1.0E-4	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	1358	1424	1.2E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	990	1056	2.1E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	7314	7403	1.6E-16	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	110	201	3.5E-15	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	3968	4039	1.3E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	4847	4931	3.4E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	3347	3425	1.4E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	1082	1149	5.0E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	4672	4751	5.2E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	5587	5653	0.0022	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	5118	5201	0.0016	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	734	779	0.052	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	4584	4666	2.7E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	4760	4842	1.4E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	2275	2353	1.8E-7	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	1266	1332	2.4E-10	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	1917	1983	5.0E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	4496	4577	2.4E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	2722	2793	4.5E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	6083	6173	4.7E-19	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	1725	1793	8.2E-10	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	10	99	3.6E-20	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF07679	Immunoglobulin I-set domain	2542	2625	1.8E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001373054.1	e62253a50cb7e98927533a04f6947146	8925	Pfam	PF00621	RhoGEF domain	6654	6828	1.5E-15	T	14-10-2025	IPR000219	Dbl homology domain	-	-
NP_001374479.1	44f5912cb32341fe24d795c546d3b743	1845	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	2.0E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
NP_001374479.1	44f5912cb32341fe24d795c546d3b743	1845	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001374479.1	44f5912cb32341fe24d795c546d3b743	1845	Pfam	PF25346	MRCK kinase PH domain	1127	1253	4.9E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
NP_001374479.1	44f5912cb32341fe24d795c546d3b743	1845	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.8E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
NP_001374479.1	44f5912cb32341fe24d795c546d3b743	1845	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1064	1114	3.1E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_001374479.1	44f5912cb32341fe24d795c546d3b743	1845	Pfam	PF00069	Protein kinase domain	77	343	2.9E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001374479.1	44f5912cb32341fe24d795c546d3b743	1845	Pfam	PF00780	CNH domain	1289	1545	7.7E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
NP_001375348.1	d5aa327360a3cd3f49cc8c490e7b7042	2986	Pfam	PF16609	SH3-RhoGEF linking unstructured region	1708	1892	6.2E-29	T	14-10-2025	-	-	-	-
NP_001375348.1	d5aa327360a3cd3f49cc8c490e7b7042	2986	Pfam	PF00041	Fibronectin type III domain	2571	2659	2.3E-9	T	14-10-2025	IPR003961	Fibronectin type III	-	-
NP_001375348.1	d5aa327360a3cd3f49cc8c490e7b7042	2986	Pfam	PF00621	RhoGEF domain	1934	2103	1.8E-37	T	14-10-2025	IPR000219	Dbl homology domain	-	-
NP_001375348.1	d5aa327360a3cd3f49cc8c490e7b7042	2986	Pfam	PF00621	RhoGEF domain	1287	1456	1.1E-33	T	14-10-2025	IPR000219	Dbl homology domain	-	-
NP_001375348.1	d5aa327360a3cd3f49cc8c490e7b7042	2986	Pfam	PF00069	Protein kinase domain	2684	2938	1.2E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001375348.1	d5aa327360a3cd3f49cc8c490e7b7042	2986	Pfam	PF23323	Kalirin-like, spectrin repeats	772	881	8.6E-53	T	14-10-2025	-	-	-	-
NP_001375348.1	d5aa327360a3cd3f49cc8c490e7b7042	2986	Pfam	PF23587	Kalirin, SH3	2316	2384	1.9E-39	T	14-10-2025	IPR047053	Kalirin/Triple functional domain protein, SH3 domain 2	-	-
NP_001375348.1	d5aa327360a3cd3f49cc8c490e7b7042	2986	Pfam	PF00435	Spectrin repeat	893	1000	0.0089	T	14-10-2025	IPR002017	Spectrin repeat	-	-
NP_001375348.1	d5aa327360a3cd3f49cc8c490e7b7042	2986	Pfam	PF00435	Spectrin repeat	313	416	9.3E-6	T	14-10-2025	IPR002017	Spectrin repeat	-	-
NP_001375348.1	d5aa327360a3cd3f49cc8c490e7b7042	2986	Pfam	PF00435	Spectrin repeat	542	642	1.5E-5	T	14-10-2025	IPR002017	Spectrin repeat	-	-
NP_001375348.1	d5aa327360a3cd3f49cc8c490e7b7042	2986	Pfam	PF00435	Spectrin repeat	1134	1229	8.0E-5	T	14-10-2025	IPR002017	Spectrin repeat	-	-
NP_001375348.1	d5aa327360a3cd3f49cc8c490e7b7042	2986	Pfam	PF22697	SOS1/NGEF-like PH domain	1471	1580	4.4E-27	T	14-10-2025	IPR055251	SOS1/NGEF-like, PH domain	-	-
NP_001375348.1	d5aa327360a3cd3f49cc8c490e7b7042	2986	Pfam	PF22697	SOS1/NGEF-like PH domain	2118	2225	4.5E-26	T	14-10-2025	IPR055251	SOS1/NGEF-like, PH domain	-	-
NP_001375348.1	d5aa327360a3cd3f49cc8c490e7b7042	2986	Pfam	PF13716	Divergent CRAL/TRIO domain	56	183	5.1E-5	T	14-10-2025	IPR001251	CRAL-TRIO lipid binding domain	-	-
NP_001375348.1	d5aa327360a3cd3f49cc8c490e7b7042	2986	Pfam	PF07679	Immunoglobulin I-set domain	2471	2565	1.2E-14	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001380943.1	0f26faa0e76486f209d28c2cfacda6ca	1754	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	1.9E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
NP_001380943.1	0f26faa0e76486f209d28c2cfacda6ca	1754	Pfam	PF00780	CNH domain	1260	1516	7.1E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
NP_001380943.1	0f26faa0e76486f209d28c2cfacda6ca	1754	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.6E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
NP_001380943.1	0f26faa0e76486f209d28c2cfacda6ca	1754	Pfam	PF25346	MRCK kinase PH domain	1098	1224	4.6E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
NP_001380943.1	0f26faa0e76486f209d28c2cfacda6ca	1754	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0016	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001380943.1	0f26faa0e76486f209d28c2cfacda6ca	1754	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1035	1085	2.9E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_001380943.1	0f26faa0e76486f209d28c2cfacda6ca	1754	Pfam	PF00069	Protein kinase domain	77	343	2.7E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001397983.1	6ed612f6846ce0f02c60c5629c4e77e8	1685	Pfam	PF25346	MRCK kinase PH domain	1063	1189	1.3E-49	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
NP_001397983.1	6ed612f6846ce0f02c60c5629c4e77e8	1685	Pfam	PF00780	CNH domain	1225	1483	9.2E-69	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
NP_001397983.1	6ed612f6846ce0f02c60c5629c4e77e8	1685	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	528	606	2.0E-28	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
NP_001397983.1	6ed612f6846ce0f02c60c5629c4e77e8	1685	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1000	1050	1.6E-8	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_001397983.1	6ed612f6846ce0f02c60c5629c4e77e8	1685	Pfam	PF08826	DMPK coiled coil domain like	878	939	9.4E-22	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
NP_001397983.1	6ed612f6846ce0f02c60c5629c4e77e8	1685	Pfam	PF00069	Protein kinase domain	76	341	1.4E-53	T	14-10-2025	IPR000719	Protein kinase domain	-	-
