Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
ASM2448905v1	GCF_024489055.1	GCA_024489055.1	Chanodichthys erythropterus	933992					Z2021		GCF_024489055.1-RS_2024_08	Chromosome	2022-07-29	JALPSW01	50
fChaTrf1.hap1	GCF_039877785.1	GCA_039877785.1	Chaetodon trifascialis	109706					fChaTrf1	male	GCF_039877785.1-RS_2025_01	Chromosome	2024-05-29	JBDMAR01	36
ASM2985287v1	GCA_029852875.1		Mythimna loreyi	667449					BeijingLab		Annotation submitted by Chinese Academy of Agricultural Sciences	Chromosome	2023-04-21	JARGEH01	146
ASM4005453v1	GCF_040054535.1	GCA_040054535.1	Antennarius striatus	241820					MH-2024	female	GCF_040054535.1-RS_2024_09	Chromosome	2024-06-04	JBANDW01	42
A622	GCA_019925095.2		Dendrolimus kikuchii	765133					Ann1		Annotation submitted by Southwest Forestry University	Chromosome	2022-11-21	JAHHIN02	49
aGeoSer1.1	GCF_902459505.1	GCA_902459505.1	Geotrypetes seraphini	260995							NCBI Geotrypetes seraphini Annotation Release 100	Chromosome	2019-08-18	CABPRQ01	163
ASM2355853v2	GCF_023558535.2	GCA_023558535.2	Drosophila nasuta	42062		15112-1781.00				female	GCF_023558535.1-RS_2023_11	Chromosome	2022-05-31	JAJOLN01	281
mSacBil1_pri_phased_curated	GCF_036850765.1	GCA_036850765.1	Saccopteryx bilineata	59482					mSacBil1	male	GCF_036850765.1-RS_2024_07	Chromosome	2024-02-26	JAWMAK01	256
ilCydFagi1.1	GCF_963556715.1	GCA_963556715.1	Cydia fagiglandana	1458189							GCF_963556715.1-RS_2024_02	Chromosome	2023-10-23	CAUWAK01	36
aPelIbe1.pri	GCA_036172795.1		Pelodytes ibericus	233781					aPelIbe1	male	GCA_036172795.1-GB_2026_01_11	Chromosome	2024-01-26	JAYKOZ01	98
rRhiFlo1.hap2	GCF_030035675.1	GCA_030035675.1	Rhineura floridana	261503					rRhiFlo1	female	GCF_030035675.1-RS_2023_12	Chromosome	2023-05-22	JASFZN01	76
mSacLep1_pri_phased_curated	GCF_036850995.1	GCA_036850995.1	Saccopteryx leptura	249018					mSacLep1	male	GCF_036850995.1-RS_2024_07	Chromosome	2024-02-26	JAVMPD01	167
MATL_1.0	GCA_019176425.1		Megalops atlanticus	7932					YG-15Mar2019-1		Annotation submitted by GenoFish	Chromosome	2021-07-09	JAFDVH01	397
fAmiCal2.hap1	GCF_036373705.1	GCA_036373705.1	Amia ocellicauda	2972642					fAmiCal2	female	GCF_036373705.1-RS_2025_09	Chromosome	2024-02-06	JAZGUU01	389
S.magellanicum v1.1	GCA_021904315.1		Sphagnum magellanicum	128215					Gp0060578		Annotation submitted by DOE Joint Genome Institute	Chromosome	2022-02-08	JAKJHR01	58
Sto_11H31	GCA_045791845.1		Solanum stoloniferum	62892			11H31				Annotation submitted by Obihiro Univerisity of Agriculture and Veterinary Medicine	Chromosome	2024-12-06	JBJKTR01	3973
Bsimiralis_1.0	GCA_050415755.1		Bradybaena similaris	145626					mixture of YIPCMo001421 and YIPCMo001540		Annotation submitted by Center for Northeast Asian Studies, Tohoku University	Chromosome	2025-02-15		82
fEnoArm2.hap1	GCF_043641665.1	GCA_043641665.1	Enoplosus armatus	215367					fEnoArm2		GCF_043641665.1-RS_2025_01	Chromosome	2024-10-30	JBCEDH01	135
PleCup_hybrid	GCA_040437455.1		Plecturocebus cupreus	202457					I1	male	Annotation submitted by Arizona State University	Chromosome	2024-07-02	JBDJOS01	1288
ASM1452938v2	GCA_014529385.2		Adiantum capillus-veneris	13818					H3		Annotation submitted by Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences	Chromosome	2022-07-05	JABFUD02	601
fToxJac2.pri	GCF_017976425.1	GCA_017976425.1	Toxotes jaculatrix	941984					fToxJac2		NCBI Toxotes jaculatrix Annotation Release 100	Chromosome	2021-04-15	JAGIYR01	96
ecAntMedi1.1	GCF_964355755.1	GCA_964355755.1	Antedon mediterranea	105859							GCF_964355755.1-RS_2025_03	Chromosome	2024-11-29	CAYHFO01	18
fMyrMur1.1	GCF_902150065.1	GCA_902150065.1	Myripristis murdjan	586833							GCF_902150065.1-RS_2025_07	Chromosome	2019-07-03	CABFVW01	87
APGP_CSIRO_Hbin_v1	GCF_032191835.1	GCA_032191835.1	Heteronotia binoei	13085				False Entrance Well	CCM8104	female	GCF_032191835.1-RS_2023_10	Chromosome	2023-09-29	JAVQKZ01	660
ilLepSina1.1	GCF_905404315.1	GCA_905404315.1	Leptidea sinapis	189913							NCBI Leptidea sinapis Annotation Release 100	Chromosome	2021-04-15	CAJQFP01	49
iyNomMela1	GCF_051020985.1	GCA_051020985.1	Nomia melanderi	2448451					GNS246	male	GCF_051020985.1-RS_2025_08	Chromosome	2025-06-23	JBGGLU01	954
DD_fGirMul_XY1	GCF_021462225.1	GCA_021462225.2	Girardinichthys multiradiatus	208333					DD_20200921_A	male	NCBI Girardinichthys multiradiatus Annotation Release 100	Chromosome	2022-02-24	JAJATY02	72
iyAndCera1_principal	GCF_050908995.1	GCA_050908995.1	Andrena cerasifolii	2819439					SP2316	female	GCF_050908995.1-RS_2025_09	Chromosome	2025-06-12	JBHZJN01	3457
fTriRos1.hap1	GCF_030014385.1	GCA_030014385.1	Trichomycterus rosablanca	2290929					fTriRos1	male	GCF_030014385.1-RS_2024_02	Chromosome	2023-05-16	JASDDV01	349
rGopEvg1_v1.p	GCF_007399415.2	GCA_007399415.1	Gopherus evgoodei	1825980				Sinaloan lineage		male	NCBI Gopherus evgoodei Annotation Release 100	Chromosome	2019-07-25	VHHN01	382
fPemKlu1.hap1	GCF_042242105.1	GCA_042242105.1	Pempheris klunzingeri	3127111					RE-2024b		GCF_042242105.1-RS_2025_01	Chromosome	2024-09-25	JBCEDJ01	441
Cdentata v1.0	GCA_047496805.1		Castanea dentata	134033			Ellis				Annotation submitted by HudsonAlpha Institute for Biotechnology	Chromosome	2025-02-07	JBLGTK01	80
UofC_Mab_1	GCA_048544405.1		Megaselia abdita	88686		Sander					Annotation submitted by University of Chicago	Chromosome	2025-03-12	JBLTMI01	15
Tspe_v1	GCF_018873765.1	GCA_018873765.1	Telopea speciosissima	54955				Mountain lineage	NSW1024214		NCBI Telopea speciosissima Annotation Release 100	Chromosome	2021-06-14	JAGEPE01	1289
fSebUmb1.pri	GCF_015220745.1	GCA_015220745.1	Sebastes umbrosus	72105					fSebUmb1	male	NCBI Sebastes umbrosus Annotation Release 100	Chromosome	2020-11-03	JADCQQ01	138
Dipteronia_dye	GCA_032871835.1		Dipteronia dyeriana	168575					KIB01		Annotation submitted by Zhejiang University	Chromosome	2023-10-27	JANJYI01	90
fFunDia1.hap1	GCA_037039145.1		Fundulus diaphanus	54267					fFunDia1	male	GCA_037039145.1-GB_2025_09_20	Chromosome	2024-03-06	JAZIBN01	330
PKINGS_0.4	GCF_048594095.1	GCA_048594095.1	Paramormyrops kingsleyae	1676925					MSU_618	male	GCF_048594095.1-RS_2025_03	Chromosome	2025-03-17	JBLIQM01	407
bMerOct1.hap1	GCA_036873955.1		Mergus octosetaceus	1570318					bMerOct1	female	GCA_036873955.1-GB_2025_10_02	Chromosome	2024-02-26	JBAGBL01	568
MPIPZ_rhyBre1m_1.0	GCA_027562975.1		Rhynchospora breviuscula	2022672					rhyBre1mFocal		Annotation submitted by Max-Planck institute for plant breeding research	Chromosome	2023-01-04	JAMQYH01	1505
ilCydStro3.1	GCF_947568885.1	GCA_947568885.1	Cydia strobilella	1100964							GCF_947568885.1-RS_2024_02	Chromosome	2022-12-16	CANOQN01	29
ROS_Pafr_v1	GCF_016906955.1	GCA_016906955.1	Phacochoerus africanus	41426					WHEZ1	female	GCF_016906955.1-RS_2023_03	Chromosome	2021-02-19	JACMRZ01	194
iyBomFerv1	GCF_041682495.2	GCA_041682495.2	Bombus fervidus	203811					BK054	male	GCF_041682495.2-RS_2025_05	Chromosome	2025-04-10	JBBAXU01	181
bAegAlb1.hap1	GCA_039906565.1		Aegotheles albertisi	48277					bAegAlb1	female	GCA_039906565.1-GB_2025_12_03	Chromosome	2024-05-31	JBDMAX01	591
tnTubPoly1.2	GCF_964204645.1	GCA_964204645.2	Tubulanus polymorphus	672921							GCF_964204645.1-RS_2025_06	Chromosome	2024-12-06	CAXNRA02	77
fMelBoe1.pri	GCF_017639745.1	GCA_017639745.1	Melanotaenia boesemani	1250792					fMelBoe1		NCBI Melanotaenia boesemani Annotation Release 100	Chromosome	2021-03-30	JAGFVI01	92
iyBomPasc1.1	GCF_905332965.1	GCA_905332965.1	Bombus pascuorum	65598							GCF_905332965.1-RS_2023_11	Chromosome	2021-03-19	CAJOSQ01	81
aDenEbr1.pat	GCF_027789765.1	GCA_027789765.1	Dendropsophus ebraccatus	150705					aDenEbr1	female	GCF_027789765.1-RS_2024_11	Chromosome	2023-01-13	JAQFWY01	2200
ilCydAmpl1.1	GCF_948474715.1	GCA_948474715.1	Cydia amplana	1869771							GCF_948474715.1-RS_2024_02	Chromosome	2023-02-03	CAOLDY01	39
iyVesVulg1.1	GCF_905475345.1	GCA_905475345.1	Vespula vulgaris	7454							NCBI Vespula vulgaris Annotation Release 100	Chromosome	2021-04-15	CAJQFS01	27
Bb-hap	GCF_019207075.1	GCA_019207075.1	Branchiostoma floridae x Branchiostoma belcheri	2700040					bbbf		GCF_019207075.1-RS_2026_01	Chromosome	2021-07-13	JAFMNY01	79
iyNeoLeco1.1	GCF_021901455.1	GCA_021901455.1	Neodiprion lecontei	441921					iyNeoLeco1	male	NCBI Neodiprion lecontei Annotation Release 101	Chromosome	2022-02-03	JAJNQH01	106
ASM2920402v1	GCA_029204025.1		Blomia tropicalis	40697				China:Haikou			Annotation submitted by The Affiliated Wuxi People's Hospital of Nanjing Medical University	Chromosome	2023-03-14	JAPWDV01	7
iyCalAndr_principal	GCF_051401765.1	GCA_051401765.1	Calliopsis andreniformis	337506					RMS-2024a	female	GCF_051401765.1-RS_2025_08	Chromosome	2025-07-18	JBDPZJ01	489
AMELA_1.0	GCA_012411365.1		Ameiurus melas	219545					M_S1	male	Annotation submitted by GenoFish	Chromosome	2020-04-16	JAAGNN01	199
bCocCoc1.h1	GCA_965649865.1		Coccothraustes coccothraustes	37609							Annotation submitted by ELIXIR Norway	Chromosome	2025-07-31	CBFGMN01	509
ASM1992520v1	GCF_019925205.1	GCA_019925205.1	Metopolophium dirhodum	44670					CAU		GCF_019925205.1-RS_2023_11	Chromosome	2021-09-14	JAIOUA01	67
bCyaCrs1.hap1	GCA_046129655.1		Cyanocitta cristata	28727					bCyaCrs1	female	GCA_046129655.1-GB_2025_09_01	Chromosome	2024-12-18	JBJCII01	315
aPseCor3.hap2	GCF_028390025.1	GCA_028390025.1	Pseudophryne corroboree	495146					aPseCor3	male	GCF_028390025.1-RS_2024_02	Chromosome	2023-02-06	JAQOLT01	3127
fErpCal1.3	GCF_900747795.2	GCA_900747795.4	Erpetoichthys calabaricus	27687							GCF_900747795.2-RS_2023_02	Chromosome	2021-07-07	CAADRL03	168
rLacAgi1.pri	GCF_009819535.1	GCA_009819535.1	Lacerta agilis	80427					rLacAgi1	female	NCBI Lacerta agilis Annotation Release 100	Chromosome	2019-12-31	WNMS01	28
SpiSpi1_v1.hap1	GCA_048126635.1		Spinachia spinachia	206126					SK-2024b		GCA_048126635.1-GB_2025_08_04	Chromosome	2025-02-27	JBLUUC01	37
lpCarRost1.2	GCF_964058835.1	GCA_964058835.2	Carex rostrata	241230							GCF_964058835.1-RS_2025_12	Chromosome	2024-11-21	CAXKVL02	73
ilCydSple1.2	GCF_910591565.1	GCA_910591565.2	Cydia splendana	1100963							GCF_910591565.1-RS_2024_02	Chromosome	2022-10-11	CAJUYE02	111
Prin_Dtei_1.1	GCF_016746235.2	GCA_016746235.2	Drosophila teissieri	7243		GT53w				female	NCBI Drosophila teissieri Annotation Release 100	Chromosome	2021-08-03	JAEDAA02	91
bf_hap-2	GCF_015852565.1	GCA_015852565.1	Branchiostoma floridae x Branchiostoma japonicum	2700039					bjbf		GCF_015852565.1-RS_2026_01	Chromosome	2020-12-09	JACEVJ01	341
fCotGob3.1	GCF_900634415.1	GCA_900634415.1	Cottoperca gobio	56716							GCF_900634415.1-RS_2025_07	Chromosome	2019-02-06	CAAAFJ01	322
ASM3965732v1	GCA_039657325.1		Stephania cephalantha	152367					JXDWG		Annotation submitted by Chengdu University of Traditional Chinese Medicine	Chromosome	2024-05-17	JBBNAG01	18
ASM2850260v1	GCA_028502605.1	GCF_028502605.1	Trichoderma breve	2034170		T069					Annotation submitted by Hainan University	Chromosome	2023-02-09	JAOPEN01	9
ASM2850260v1	GCF_028502605.1	GCA_028502605.1	Trichoderma breve	2034170		T069					Annotation submitted by Hainan University	Chromosome	2023-02-09	JAOPEN01	9
sSteTig4.hap1	GCF_030684315.1	GCA_030684315.1	Stegostoma tigrinum	3053191					sSteTig4	male	GCF_030684315.1-RS_2023_09	Chromosome	2023-08-08	JAUUDQ01	835
keGlaTala1.1	GCF_964340395.1	GCA_964340395.1	Glandiceps talaboti	1443217							GCF_964340395.1-RS_2025_12	Chromosome	2024-11-14	CAYEZS01	48
fPhoLeu1.pri	GCA_020510985.1		Pholidichthys leucotaenia	390368					fPhoLeu1		GCA_020510985.1-GB_2025_10_13	Chromosome	2021-10-15	JAJAQF01	512
AYv1.1	GCA_008009225.1		Acer yangbiense	1000413				Malutang	Malutang-1-2009seedling		Annotation submitted by Ori-Gene Co. Ltd.	Chromosome	2019-08-23	VAHF01	278
mArvAmp1.2	GCF_903992535.2	GCA_903992535.2	Arvicola amphibius	1047088							NCBI Arvicola amphibius Annotation Release 101	Chromosome	2021-05-15	CAJEUG02	215
sChiPun1.3	GCF_047496795.1	GCA_047496795.1	Chiloscyllium punctatum	137246					Juve2018m	male	GCF_047496795.1-RS_2025_03	Chromosome	2025-02-07	JBKIKD01	1989
sNarBan1.hap1	GCF_036971445.1	GCA_036971445.1	Narcine bancroftii	1343680					sNarBan1	male	GCF_036971445.1-RS_2024_11	Chromosome	2024-03-06	JAZHEF01	595
RBS_HiC_50CHRs	GCF_025860055.1	GCA_025860055.1	Xyrauchen texanus	154827					HMW12.3.18		GCF_025860055.1-RS_2023_02	Chromosome	2022-10-26	JAOTQA01	1745
fParRan2.1	GCF_900634625.1	GCA_900634625.1	Parambassis ranga	210632							GCF_900634625.1-RS_2025_07	Chromosome	2019-02-06	CAAAFN01	156
mSunEtr1.pri.cur	GCF_024139225.1	GCA_024139225.1	Suncus etruscus	109475					mSunEtr1	male	GCF_024139225.1-RS_2023_02	Chromosome	2022-07-06	JAMYDX01	147
sHepPer1.hap1	GCF_035084215.1	GCA_035084215.1	Heptranchias perlo	212740					sHepPer1	female	GCF_035084215.1-RS_2024_08	Chromosome	2024-01-05	JAYJKY01	1879
iyNeoPine1.2	GCF_021155775.2	GCA_021155775.2	Neodiprion pinetum	441929					iyNeoPine1	male	GCF_021155775.2-RS_2024_10	Chromosome	2024-01-04	JAJNQK02	112
fLycPai1.hap2	GCA_028022725.1		Lycodopsis pacificus	1772091					fLycPai1	female	GCA_028022725.1-GB_2025_12_05	Chromosome	2023-01-31	JAQMIO01	109
UWM_Rflu_1.0	GCA_043381455.1		Riccia fluitans	41844					Rf_01		Annotation submitted by University of Warmia and Mazury in Olsztyn	Chromosome	2024-10-21	JBHFFA01	182
HSTE1.2	GCF_022539355.2	GCA_022539355.2	Hippoglossus stenolepis	195615					QCI-W04-F060	female	NCBI Hippoglossus stenolepis Annotation Release 101	Chromosome	2022-03-10	JAKRZP01	52
tzWatSuba1.1	GCF_963576615.1	GCA_963576615.1	Watersipora subatra	2589382							GCF_963576615.1-RS_2024_08	Chromosome	2023-11-03	CAUYWC01	240
mAcoRus1.1	GCF_903995435.1	GCA_903995435.1	Acomys russatus	60746							GCF_903995435.1-RS_2023_02	Chromosome	2020-08-21	CAJFAB01	623
ASM1991524v1	GCA_019915245.1	GCF_019915245.1	Fusarium musae	1042133		F31					Annotation submitted by universita degli studi di milano	Chromosome	2021-09-09	JAHBCI01	13
ASM1991524v1	GCF_019915245.1	GCA_019915245.1	Fusarium musae	1042133		F31					Annotation submitted by universita degli studi di milano	Chromosome	2021-09-09	JAHBCI01	13
sHypSab1.hap1	GCF_030144855.1	GCA_030144855.1	Hypanus sabinus	79690					sHypSab1	male	GCF_030144855.1-RS_2023_09	Chromosome	2023-06-05	JASKZA01	2989
aMixFle1.hap1	GCF_038048845.1	GCA_038048845.1	Mixophyes fleayi	3061075					aMixFle1	male	GCF_038048845.1-RS_2025_07	Chromosome	2024-04-17	JBBULR01	2806
ASM4625488v1	GCA_046254885.1		Sinanodonta woodiana	1069815					MN2024		Annotation submitted by Chinese Academy of Fishery Sciences	Chromosome	2024-12-23	JBJQND01	26
Rfu_1.0	GCA_040020575.1		Rhynocoris fuscipes	488301					lab_2022b		Annotation submitted by China Agricultural University	Chromosome	2024-06-03	JAPXFL01	90
ASM4599978v1	GCA_045999785.1		Phlyctema vagabunda	108571		19-DSS-EL-015					Annotation submitted by University of Bologna	Chromosome	2024-12-11	JBFCZG01	12
ASM3322058v1	GCA_033220585.1		Dipteronia sinensis	43782					NBL		Annotation submitted by Zhejiang University	Chromosome	2023-11-03	JANJYJ01	997
aHylSar1.hap1	GCF_029499605.1	GCA_029499605.1	Hyla sarda	327740					aHylSar1	female	GCF_029499605.1-RS_2023_05	Chromosome	2023-04-07	JARJIZ01	3474
aMicUni1.1	GCF_901765095.1	GCA_901765095.1	Microcaecilia unicolor	1415580							NCBI Microcaecilia unicolor Annotation Release 100	Chromosome	2019-06-22	CABFKK01	1080
fHopMal1.hap1	GCF_029633855.1	GCA_029633855.2	Hoplias malabaricus	27720					fHopMal1	male	GCF_029633855.1-RS_2024_07	Chromosome	2024-06-25	JARULH02	597
CSIRO_AGI_Dcar_HiC_V3	GCF_022539665.2	GCA_022539665.4	Daphnia carinata	120202		CSIRO-1				female	GCF_022539665.2-RS_2023_09	Chromosome	2023-08-08	JAKKWT03	105
ASM2559414v2	GCF_025594145.1	GCA_025594145.2	Primulina tabacum	48773					GXHZ01		GCF_025594145.1-RS_2025_07	Chromosome	2022-12-09	JAGSQV01	540
AGI_CSIRO_Cbre_v1	GCF_036172545.1	GCA_036172545.2	Culicoides brevitarsis	469753					CSIRO-B50_1	female	GCF_036172545.1-RS_2024_03	Chromosome	2024-01-31	JAYKJV01	149
iyLasBale1	GCF_051020765.1	GCA_051020765.1	Lasioglossum baleicum	434251						male	GCF_051020765.1-RS_2025_08	Chromosome	2025-06-23	JBHWAH01	2901
sHetFra1.hap1	GCF_036365525.1	GCA_036365525.1	Heterodontus francisci	7792					sHetFra1	female	GCF_036365525.1-RS_2024_08	Chromosome	2024-02-06	JAYXIR01	2306
mLagAlb1.1	GCF_949774975.1	GCA_949774975.1	Lagenorhynchus albirostris	27610							GCF_949774975.1-RS_2023_10	Chromosome	2023-04-08	CATKRZ01	409
aRhiBiv1.1	GCF_901001135.1	GCA_901001135.1	Rhinatrema bivittatum	194408							NCBI Rhinatrema bivittatum Annotation Release 100	Chromosome	2019-06-02	CAAJIB01	1329
JC_Cgun_ftc_fv8	GCA_036324595.1		Champsocephalus gunnari	52237				cold specialized		male	Annotation submitted by University of Illinois at Urbana-Champaign	Chromosome	2024-02-01	JAURVH01	1536
iyBomAffi1.2	GCF_024516045.1	GCA_024516045.2	Bombus affinis	309941					iyBomAffi1	male	NCBI Bombus affinis Annotation Release 100	Chromosome	2022-08-05	JALLPS01	858
fDenClu1.1	GCF_900700375.1	GCA_900700375.1	Denticeps clupeoides	299321							GCF_900700375.1-RS_2025_06	Chromosome	2019-03-16	CAADHS01	460
aDisPic1.pri	GCA_027410445.1		Discoglossus pictus	8351					aDisPic1	female	GCA_027410445.1-GB_2025_08_16	Chromosome	2022-12-28	JAPZIH01	1317
kcLamPlan1.2.h2	GCA_965212315.1	GCF_965212315.1	Lampetra planeri	7750							Annotation submitted by ELIXIR Norway	Chromosome	2025-03-20	CBDBYP01	2193
kcLamPlan1.2.h2	GCF_965212315.1	GCA_965212315.1	Lampetra planeri	7750							GCF_965212315.1-RS_2026_01	Chromosome	2025-03-20	CBDBYP01	2193
csSphTene7.1	GCA_965154135.1		Sphagnum tenellum	128247							Annotation submitted by ELIXIR Norway	Chromosome	2025-03-01	CBCUHI01	218
aAnoBae1.hap1	GCA_048569485.1	GCF_048569485.1	Anomaloglossus baeobatrachus	238106					aAnoBae1	male	GCA_048569485.1-GB_2025_08_27	Chromosome	2025-03-13	JBMBSY01	3642
aAnoBae1.hap1	GCF_048569485.1	GCA_048569485.1	Anomaloglossus baeobatrachus	238106					aAnoBae1	male	GCF_048569485.1-RS_2025_07	Chromosome	2025-03-13	JBMBSY01	3642
fLabMix1.1	GCF_963584025.1	GCA_963584025.1	Labrus mixtus	508554							GCF_963584025.1-RS_2023_11	Chromosome	2023-11-05	CAUZXJ01	324
aHypRig1.pri	GCF_040937935.1	GCA_040937935.1	Hyperolius riggenbachi	752182					aHypRig1	male	GCF_040937935.1-RS_2024_08	Chromosome	2024-07-30	JBFPJS01	477
iyHalRubi1_principal	GCF_050948215.1	GCA_050948215.1	Halictus rubicundus	77578					RS-2024b	female	GCF_050948215.1-RS_2025_09	Chromosome	2025-06-17	JBGGLM01	1467
fThaAma1.1	GCF_902500255.1	GCA_902500255.1	Thalassophryne amazonica	390379							NCBI Thalassophryne amazonica Annotation Release 100	Chromosome	2019-09-30	CABVOY01	464
fXenCan1.pri	GCA_014839995.1		Xenentodon cancila	129108					fXenCan1	male	GCA_014839995.1-GB_2025_12_05	Chromosome	2020-10-02	JABWDQ01	409
eeDiaSeto1	GCF_964275005.1	GCA_964275005.1	Diadema setosum	31175							GCF_964275005.1-RS_2025_03	Chromosome	2024-10-09	CAXXCE01	101
fArcCen1	GCF_007364275.1	GCA_007364275.2	Archocentrus centrarchus	63155					MPI-CPG fArcCen1	male	GCF_007364275.1-RS_2025_07	Chromosome	2019-08-01	STFV01	188
ASM883128v2	GCF_008831285.2	GCA_008831285.2	Nymphaea colorata	210225					Beijing-Zhang1983		NCBI Nymphaea colorata Annotation Release 101	Chromosome	2022-08-01	VYXN01	784
RoL_Eaeq_v1.1	GCF_033978785.1	GCA_033978785.2	Entelurus aequoreus	161455					RoL-2023_Sb	male	GCF_033978785.1-RS_2023_12	Chromosome	2023-12-01	JAWNBF01	424
BAv1.1	GCA_019426215.1		Buddleja alternifolia	168488					LA-IB0		Annotation submitted by Ori-Gene Co. Ltd.	Chromosome	2021-07-30	WHWC01	437
MHYP_1.1	GCA_050495845.1		Metynnis hypsauchen	138550		Methyp_F1				female	Annotation submitted by INRAE (Fish Physiology and Genomics laboratory)	Chromosome	2025-05-20	JASNRE01	252
sCetMax3.hap1.1	GCF_964194155.1	GCA_964194155.1	Cetorhinus maximus	57982							GCF_964194155.1-RS_2025_12	Chromosome	2024-06-28	CAXMLO01	5087
PGI_PHAECO_v4	GCA_918026855.4		Phaedon cochleariae	80249							Annotation submitted by ROTHAMSTED RESEARCH	Chromosome	2022-10-18	CAKJVG04	19
sPriJap1.hap1	GCF_044704955.1	GCA_044704955.1	Pristiophorus japonicus	55135					sPriJap1	male	GCF_044704955.1-RS_2025_01	Chromosome	2024-11-13	JBIGLN01	4317
fGouWil2.1	GCF_900634775.1	GCA_900634775.1	Gouania willdenowi	441366							GCF_900634775.1-RS_2025_06	Chromosome	2019-02-06	CAAAFV01	441
odDysAvar1.4	GCF_963678975.1	GCA_963678975.2	Dysidea avara	196820							GCF_963678975.1-RS_2024_06	Chromosome	2024-02-11	CAVMCA04	108
ASM49712v2	GCA_000497125.2	GCF_000497125.1	Spironucleus salmonicida	348837		ATCC 50377					Annotation submitted by Uppsala University	Chromosome	2021-10-05	AUWU02	42
ASM49712v2	GCF_000497125.1	GCA_000497125.2	Spironucleus salmonicida	348837		ATCC 50377					Annotation submitted by Uppsala University	Chromosome	2021-10-05	AUWU02	42
fDanAes4.1	GCF_903798145.1	GCA_903798145.1	Danio aesculapii	1142201							GCF_903798145.1-RS_2023_05	Chromosome	2020-06-27	CAIGQR01	342
ASM2296580v1	GCF_022965805.1	GCA_022965805.1	Primulina eburnea	1245227					SZY01		GCF_022965805.1-RS_2025_04	Chromosome	2022-04-13	JAGGRQ01	1224
fPlePla1.1	GCF_947347685.1	GCA_947347685.1	Pleuronectes platessa	8262							GCF_947347685.1-RS_2023_03	Chromosome	2022-11-29	CANAFI01	355
