"","hit_id","query_id","hit_eval","hit_bitscore","hit_description"
"1281","XP_054191320.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1282","NP_001380430.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1283","NP_001380443.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1284","NP_001380439.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1285","NP_001380440.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1286","NP_001380431.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1287","NP_001380438.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1288","NP_001380444.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1289","NP_001380435.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1290","NP_001380433.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1291","NP_001380432.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1292","NP_001380437.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1293","XP_054176274.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1294","XP_054176272.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1295","XP_054176268.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1296","XP_054176266.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1297","XP_054176267.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1298","XP_054176273.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1299","XP_054176269.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1300","XP_054176280.1","Mass_AKT_Aligned",5.8e-40,147.3,"microtubule-associated serine/threonin"
"1301","NP_001306174.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"1302","XP_054191306.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"1303","XP_054191308.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"1304","XP_054191315.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"1305","XP_054191312.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"1306","XP_054191317.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"1307","XP_054183510.1","Mass_AKT_Aligned",4.4e-39,144.4,"ribosomal protein S6 kinase alpha-3 is"
"1308","XP_054183513.1","Mass_AKT_Aligned",4.4e-39,144.4,"ribosomal protein S6 kinase alpha-3 is"
"1309","NP_001425269.1","Mass_AKT_Aligned",5.9e-39,144,"ribosomal protein S6 kinase alpha-3 is"
"1310","XP_054183511.1","Mass_AKT_Aligned",5.9e-39,144,"ribosomal protein S6 kinase alpha-3 is"
"1311","XP_054183512.1","Mass_AKT_Aligned",5.9e-39,144,"ribosomal protein S6 kinase alpha-3 is"
"1312","XP_054183509.1","Mass_AKT_Aligned",5.9e-39,144,"ribosomal protein S6 kinase alpha-3 is"
"1313","XP_054183508.1","Mass_AKT_Aligned",5.9e-39,144,"ribosomal protein S6 kinase alpha-3 is"
"1314","XP_054183507.1","Mass_AKT_Aligned",5.9e-39,144,"ribosomal protein S6 kinase alpha-3 is"
"1315","NP_001337734.1","Mass_AKT_Aligned",1.2e-38,142.9,"protein kinase C zeta type isoform 5 ["
"1316","NP_001337735.1","Mass_AKT_Aligned",1.2e-38,142.9,"protein kinase C zeta type isoform 5 ["
"1317","NP_055790.1","Mass_AKT_Aligned",8.3e-37,136.8,"microtubule-associated serine/threonin"
"1318","XP_054189666.1","Mass_AKT_Aligned",8.6e-37,136.8,"RAC-gamma serine/threonine-protein kin"
"1319","NP_005151.2","Mass_AKT_Aligned",9.5e-37,136.7,"G protein-coupled receptor kinase 3 is"
"1320","XP_054193664.1","Mass_AKT_Aligned",2.6e-36,135.2,"protein kinase C zeta type isoform X10"
"1321","XP_054193665.1","Mass_AKT_Aligned",2.6e-36,135.2,"protein kinase C zeta type isoform X10"
"1322","XP_054193666.1","Mass_AKT_Aligned",2.6e-36,135.2,"protein kinase C zeta type isoform X10"
"1323","XP_054193667.1","Mass_AKT_Aligned",2.6e-36,135.2,"protein kinase C zeta type isoform X10"
"1324","XP_054183505.1","Mass_AKT_Aligned",4e-35,131.2,"ribosomal protein S6 kinase alpha-3 is"
"1325","XP_054183502.1","Mass_AKT_Aligned",6.2e-35,130.6,"ribosomal protein S6 kinase alpha-3 is"
"1326","XP_054183504.1","Mass_AKT_Aligned",6.2e-35,130.6,"ribosomal protein S6 kinase alpha-3 is"
"1327","XP_054183503.1","Mass_AKT_Aligned",6.2e-35,130.6,"ribosomal protein S6 kinase alpha-3 is"
"1328","XP_054193669.1","Mass_AKT_Aligned",8e-35,130.3,"protein kinase C zeta type isoform X12"
"1329","NP_001309158.1","Mass_AKT_Aligned",1.5e-34,129.3,"ribosomal protein S6 kinase alpha-5 is"
"1330","NP_004746.2","Mass_AKT_Aligned",1.5e-34,129.3,"ribosomal protein S6 kinase alpha-5 is"
"1331","NP_872198.1","Mass_AKT_Aligned",1.5e-34,129.3,"ribosomal protein S6 kinase alpha-5 is"
"1332","XP_054182825.1","Mass_AKT_Aligned",2.3e-34,128.7,"ribosomal protein S6 kinase alpha-6 is"
"1333","NP_001356601.1","Mass_AKT_Aligned",3.8e-34,128,"ribosomal protein S6 kinase beta-1 iso"
"1334","XP_054181163.1","Mass_AKT_Aligned",9.8e-34,126.7,"G protein-coupled receptor kinase 3 is"
"1335","XP_054208517.1","Mass_AKT_Aligned",1.5e-32,122.7,"microtubule-associated serine/threonin"
"1336","XP_054208526.1","Mass_AKT_Aligned",1.5e-32,122.7,"microtubule-associated serine/threonin"
"1337","XP_054208527.1","Mass_AKT_Aligned",1.5e-32,122.7,"microtubule-associated serine/threonin"
"1338","XP_054208529.1","Mass_AKT_Aligned",1.5e-32,122.7,"microtubule-associated serine/threonin"
"1339","XP_054208528.1","Mass_AKT_Aligned",1.5e-32,122.7,"microtubule-associated serine/threonin"
"1340","XP_054208525.1","Mass_AKT_Aligned",1.5e-32,122.7,"microtubule-associated serine/threonin"
"1341","XP_054208530.1","Mass_AKT_Aligned",1.5e-32,122.7,"microtubule-associated serine/threonin"
"1342","XP_054208515.1","Mass_AKT_Aligned",1.5e-32,122.7,"microtubule-associated serine/threonin"
"1343","XP_054208531.1","Mass_AKT_Aligned",1.5e-32,122.7,"microtubule-associated serine/threonin"
"1344","NP_001277156.1","Mass_AKT_Aligned",1.9e-32,122.4,"microtubule-associated serine/threonin"
"1345","NP_001380456.1","Mass_AKT_Aligned",1.9e-32,122.4,"microtubule-associated serine/threonin"
"1346","NP_001380455.1","Mass_AKT_Aligned",1.9e-32,122.4,"microtubule-associated serine/threonin"
"1347","NP_001380454.1","Mass_AKT_Aligned",1.9e-32,122.4,"microtubule-associated serine/threonin"
"1348","NP_001380457.1","Mass_AKT_Aligned",1.9e-32,122.4,"microtubule-associated serine/threonin"
"1349","NP_001304855.1","Mass_AKT_Aligned",1.2e-31,119.7,"serine/threonine-protein kinase N3 iso"
"1350","XP_054218800.1","Mass_AKT_Aligned",1.2e-31,119.7,"serine/threonine-protein kinase N3 iso"
"1351","XP_054208516.1","Mass_AKT_Aligned",1.9e-31,119.1,"microtubule-associated serine/threonin"
"1352","XP_054208523.1","Mass_AKT_Aligned",1.9e-31,119.1,"microtubule-associated serine/threonin"
"1353","XP_054208521.1","Mass_AKT_Aligned",1.9e-31,119.1,"microtubule-associated serine/threonin"
"1354","XP_054208513.1","Mass_AKT_Aligned",1.9e-31,119.1,"microtubule-associated serine/threonin"
"1355","XP_054208519.1","Mass_AKT_Aligned",1.9e-31,119.1,"microtubule-associated serine/threonin"
"1356","XP_054208524.1","Mass_AKT_Aligned",1.9e-31,119.1,"microtubule-associated serine/threonin"
"1357","XP_054208518.1","Mass_AKT_Aligned",1.9e-31,119.1,"microtubule-associated serine/threonin"
"1358","XP_054208522.1","Mass_AKT_Aligned",1.9e-31,119.1,"microtubule-associated serine/threonin"
"1359","XP_054208532.1","Mass_AKT_Aligned",1.9e-31,119.1,"microtubule-associated serine/threonin"
"1360","XP_054208533.1","Mass_AKT_Aligned",1.9e-31,119.1,"microtubule-associated serine/threonin"
"1361","XP_054208520.1","Mass_AKT_Aligned",1.9e-31,119.1,"microtubule-associated serine/threonin"
"1362","XP_054208514.1","Mass_AKT_Aligned",1.9e-31,119.1,"microtubule-associated serine/threonin"
"1363","NP_001158136.1","Mass_AKT_Aligned",2.3e-31,118.8,"microtubule-associated serine/threonin"
"1364","NP_001277155.1","Mass_AKT_Aligned",2.3e-31,118.8,"microtubule-associated serine/threonin"
"1365","NP_001284580.1","Mass_AKT_Aligned",2.3e-31,118.8,"microtubule-associated serine/threonin"
"1366","NP_001380453.1","Mass_AKT_Aligned",2.3e-31,118.8,"microtubule-associated serine/threonin"
"1367","NP_055998.1","Mass_AKT_Aligned",2.3e-31,118.8,"microtubule-associated serine/threonin"
"1368","NP_005299.1","Mass_AKT_Aligned",3.1e-31,118.3,"G protein-coupled receptor kinase 5 [H"
"1369","NP_001229786.1","Mass_AKT_Aligned",5.7e-31,117.5,"cAMP-dependent protein kinase catalyti"
"1370","NP_001004105.1","Mass_AKT_Aligned",2.5e-30,115.3,"G protein-coupled receptor kinase 6 is"
"1371","NP_001004106.1","Mass_AKT_Aligned",2.5e-30,115.3,"G protein-coupled receptor kinase 6 is"
"1372","NP_002073.2","Mass_AKT_Aligned",2.5e-30,115.3,"G protein-coupled receptor kinase 6 is"
"1373","NP_001091982.1","Mass_AKT_Aligned",5.6e-30,114.2,"cGMP-dependent protein kinase 1 isofor"
"1374","NP_006249.1","Mass_AKT_Aligned",5.6e-30,114.2,"cGMP-dependent protein kinase 1 isofor"
"1375","XP_054222272.1","Mass_AKT_Aligned",7.3e-30,113.8,"cGMP-dependent protein kinase 1 isofor"
"1376","XP_054222271.1","Mass_AKT_Aligned",7.3e-30,113.8,"cGMP-dependent protein kinase 1 isofor"
"1377","NP_001229789.1","Mass_AKT_Aligned",2.5e-29,112,"cAMP-dependent protein kinase catalyti"
"1378","NP_001229788.1","Mass_AKT_Aligned",3.4e-29,111.6,"cAMP-dependent protein kinase catalyti"
"1379","XP_054208436.1","Mass_AKT_Aligned",8.1e-29,110.3,"G protein-coupled receptor kinase 6 is"
"1380","XP_054208435.1","Mass_AKT_Aligned",2.6e-28,108.6,"G protein-coupled receptor kinase 6 is"
"1381","NP_001362489.1","Mass_AKT_Aligned",3.8e-28,108.1,"cAMP-dependent protein kinase catalyti"
"1382","XP_054208434.1","Mass_AKT_Aligned",3.9e-28,108,"G protein-coupled receptor kinase 6 is"
"1383","NP_002721.1","Mass_AKT_Aligned",5.2e-28,107.6,"cAMP-dependent protein kinase catalyti"
"1384","NP_001229342.1","Mass_AKT_Aligned",8.9e-28,106.8,"protein kinase C theta type isoform 2"
"1385","NP_001610.2","Mass_AKT_Aligned",1.3e-27,106.3,"beta-adrenergic receptor kinase 1 [Hom"
"1386","NP_002722.1","Mass_AKT_Aligned",1.5e-27,106.1,"cAMP-dependent protein kinase catalyti"
"1387","NP_001004056.1","Mass_AKT_Aligned",1.7e-27,105.9,"G protein-coupled receptor kinase 4 is"
"1388","NP_001356599.1","Mass_AKT_Aligned",5.8e-27,104.2,"ribosomal protein S6 kinase beta-1 iso"
"1389","NP_892027.2","Mass_AKT_Aligned",6.3e-27,104,"G protein-coupled receptor kinase 4 is"
"1390","NP_001362491.1","Mass_AKT_Aligned",1.2e-26,103.2,"cAMP-dependent protein kinase catalyti"
"1391","XP_054223794.1","Mass_AKT_Aligned",1.4e-26,102.8,"beta-adrenergic receptor kinase 1 isof"
"1392","NP_001362490.1","Mass_AKT_Aligned",5.9e-26,100.8,"cAMP-dependent protein kinase catalyti"
"1393","NP_997401.1","Mass_AKT_Aligned",6.3e-26,100.7,"cAMP-dependent protein kinase catalyti"
"1394","NP_005298.2","Mass_AKT_Aligned",1.4e-25,99.6,"G protein-coupled receptor kinase 4 is"
"1395","NP_001356600.1","Mass_AKT_Aligned",2.6e-25,98.7,"ribosomal protein S6 kinase beta-1 iso"
"1396","NP_001362493.1","Mass_AKT_Aligned",3e-25,98.5,"cAMP-dependent protein kinase catalyti"
"1397","NP_001362492.1","Mass_AKT_Aligned",3.2e-25,98.3,"cAMP-dependent protein kinase catalyti"
"1398","NP_001004057.1","Mass_AKT_Aligned",5.2e-25,97.7,"G protein-coupled receptor kinase 4 is"
"1399","NP_001350330.1","Mass_AKT_Aligned",5.5e-25,97.6,"cGMP-dependent protein kinase 2 isofor"
"1400","NP_006250.1","Mass_AKT_Aligned",5.5e-25,97.6,"cGMP-dependent protein kinase 2 isofor"
"1401","XP_054206480.1","Mass_AKT_Aligned",5.5e-25,97.6,"cGMP-dependent protein kinase 2 isofor"
"1402","XP_054206479.1","Mass_AKT_Aligned",5.5e-25,97.6,"cGMP-dependent protein kinase 2 isofor"
"1403","NP_002723.2","Mass_AKT_Aligned",5e-24,94.4,"cAMP-dependent protein kinase catalyti"
"1404","NP_001229787.1","Mass_AKT_Aligned",2.2e-22,88.9,"cAMP-dependent protein kinase catalyti"
"1405","NP_001362494.1","Mass_AKT_Aligned",3.6e-22,88.2,"cAMP-dependent protein kinase catalyti"
"1406","XP_054193676.1","Mass_AKT_Aligned",3.8e-22,88.1,"protein kinase C zeta type isoform X17"
"1407","NP_001006945.1","Mass_AKT_Aligned",4.2e-22,88,"ribosomal protein S6 kinase alpha-4 is"
"1408","NP_001287731.1","Mass_AKT_Aligned",4.2e-22,88,"ribosomal protein S6 kinase alpha-4 is"
"1409","NP_003933.1","Mass_AKT_Aligned",4.2e-22,88,"ribosomal protein S6 kinase alpha-4 is"
"1410","NP_001229791.1","Mass_AKT_Aligned",1.2e-21,86.5,"cAMP-dependent protein kinase catalyti"
"1411","NP_001309162.1","Mass_AKT_Aligned",4.6e-19,77.9,"ribosomal protein S6 kinase alpha-5 is"
"1412","NP_001309165.1","Mass_AKT_Aligned",1.2e-18,76.5,"ribosomal protein S6 kinase alpha-5 is"
"1413","XP_054205768.1","Mass_AKT_Aligned",1.8e-18,76,"G protein-coupled receptor kinase 4 is"
"1414","XP_054205769.1","Mass_AKT_Aligned",1.8e-18,76,"G protein-coupled receptor kinase 4 is"
"1415","XP_054205772.1","Mass_AKT_Aligned",1.8e-18,76,"G protein-coupled receptor kinase 4 is"
"1416","XP_054193675.1","Mass_AKT_Aligned",5.4e-18,74.4,"protein kinase C zeta type isoform X16"
"1417","NP_002920.1","Mass_AKT_Aligned",6.8e-18,74,"rhodopsin kinase GRK1 [Homo sapiens]"
"1418","XP_054205770.1","Mass_AKT_Aligned",1.1e-17,73.4,"G protein-coupled receptor kinase 4 is"
"1419","XP_054205773.1","Mass_AKT_Aligned",1.4e-16,69.6,"G protein-coupled receptor kinase 4 is"
"1420","NP_005035.1","Mass_AKT_Aligned",4.4e-16,68,"cAMP-dependent protein kinase catalyti"
"1421","NP_001337269.1","Mass_AKT_Aligned",5.9e-14,60.9,"serine/threonine-protein kinase LATS1"
"1422","NP_001337321.1","Mass_AKT_Aligned",5.9e-14,60.9,"serine/threonine-protein kinase LATS1"
"1423","NP_004681.1","Mass_AKT_Aligned",5.9e-14,60.9,"serine/threonine-protein kinase LATS1"
"1424","XP_054212722.1","Mass_AKT_Aligned",5.9e-14,60.9,"serine/threonine-protein kinase LATS1"
"1425","NP_001269414.1","Mass_AKT_Aligned",6e-14,60.9,"cGMP-dependent protein kinase 2 isofor"
"1426","NP_001349707.1","Mass_AKT_Aligned",1.1e-13,60,"G protein-coupled receptor kinase 3 is"
"1427","XP_054236418.1","Mass_AKT_Aligned",8.9e-13,57,"3-phosphoinositide-dependent protein k"
"1428","NP_055387.2","Mass_AKT_Aligned",2.4e-12,55.6,"serine/threonine-protein kinase LATS2"
"1429","XP_054230417.1","Mass_AKT_Aligned",2.4e-12,55.6,"serine/threonine-protein kinase LATS2"
"1430","XP_054230418.1","Mass_AKT_Aligned",2.4e-12,55.6,"serine/threonine-protein kinase LATS2"
"1431","XP_054230419.1","Mass_AKT_Aligned",2.4e-12,55.6,"serine/threonine-protein kinase LATS2"
"1432","XP_054230421.1","Mass_AKT_Aligned",2.4e-12,55.6,"serine/threonine-protein kinase LATS2"
"1433","XP_054230420.1","Mass_AKT_Aligned",2.4e-12,55.6,"serine/threonine-protein kinase LATS2"
"1434","XP_054205780.1","Mass_AKT_Aligned",2e-09,45.9,"G protein-coupled receptor kinase 4 is"
"1435","XP_054205778.1","Mass_AKT_Aligned",5.4e-09,44.5,"G protein-coupled receptor kinase 4 is"
"1436","NP_001397983.1","Mass_AKT_Aligned",1.2e-08,43.3,"serine/threonine-protein kinase MRCK b"
"1437","NP_006026.3","Mass_AKT_Aligned",1.2e-08,43.3,"serine/threonine-protein kinase MRCK b"
"1438","XP_054233068.1","Mass_AKT_Aligned",1.2e-08,43.3,"serine/threonine-protein kinase MRCK b"
"1439","XP_054233067.1","Mass_AKT_Aligned",1.2e-08,43.3,"serine/threonine-protein kinase MRCK b"
"1440","XP_054233065.1","Mass_AKT_Aligned",1.2e-08,43.3,"serine/threonine-protein kinase MRCK b"
"1441","XP_054233066.1","Mass_AKT_Aligned",1.2e-08,43.3,"serine/threonine-protein kinase MRCK b"
"1442","XP_054233069.1","Mass_AKT_Aligned",1.2e-08,43.3,"serine/threonine-protein kinase MRCK b"
"1443","XP_054233064.1","Mass_AKT_Aligned",1.2e-08,43.3,"serine/threonine-protein kinase MRCK b"
"1444","XP_054205777.1","Mass_AKT_Aligned",4.5e-08,41.4,"G protein-coupled receptor kinase 4 is"
"1445","NP_631948.1","Mass_AKT_Aligned",8e-08,40.6,"rhodopsin kinase GRK7 [Homo sapiens]"
"1446","NP_001275693.1","Mass_AKT_Aligned",3.6e-07,38.4,"myotonin-protein kinase isoform 5 [Hom"
"1447","NP_001411092.1","Mass_AKT_Aligned",3.6e-07,38.4,"myotonin-protein kinase isoform 10 [Ho"
"1448","NP_001352948.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1449","NP_001352939.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1450","NP_001352940.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1451","NP_001374479.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1452","NP_001380943.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1453","NP_003598.2","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1454","NP_055641.3","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1455","XP_054195215.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1456","XP_054195217.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1457","XP_054195220.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1458","XP_054195227.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1459","XP_054195230.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1460","XP_054195228.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1461","XP_054195224.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1462","XP_054195229.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1463","XP_054195232.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1464","XP_054195218.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1465","XP_054195221.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1466","XP_054195219.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1467","XP_054195231.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1468","XP_054195223.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1469","XP_054195222.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1470","XP_054195216.1","Mass_AKT_Aligned",1.9e-06,36,"serine/threonine-protein kinase MRCK a"
"1471","NP_001193928.1","Mass_AKT_Aligned",2.5e-06,35.6,"citron Rho-interacting kinase isoform"
"1472","NP_009105.1","Mass_AKT_Aligned",2.5e-06,35.6,"citron Rho-interacting kinase isoform"
"1473","XP_054226823.1","Mass_AKT_Aligned",2.5e-06,35.6,"citron Rho-interacting kinase isoform"
"1474","XP_054226824.1","Mass_AKT_Aligned",2.5e-06,35.6,"citron Rho-interacting kinase isoform"
"1475","XP_054226825.1","Mass_AKT_Aligned",2.5e-06,35.6,"citron Rho-interacting kinase isoform"
"1476","XP_054226831.1","Mass_AKT_Aligned",2.5e-06,35.6,"citron Rho-interacting kinase isoform"
"1477","XP_054226832.1","Mass_AKT_Aligned",2.5e-06,35.6,"citron Rho-interacting kinase isoform"
"1478","XP_054226826.1","Mass_AKT_Aligned",2.5e-06,35.6,"citron Rho-interacting kinase isoform"
"1479","XP_054226830.1","Mass_AKT_Aligned",2.5e-06,35.6,"citron Rho-interacting kinase isoform"
"1480","XP_054226829.1","Mass_AKT_Aligned",2.5e-06,35.6,"citron Rho-interacting kinase isoform"
"1481","XP_054226827.1","Mass_AKT_Aligned",2.5e-06,35.6,"citron Rho-interacting kinase isoform"
"1482","XP_054226828.1","Mass_AKT_Aligned",2.5e-06,35.6,"citron Rho-interacting kinase isoform"
"1483","NP_005397.1","Mass_AKT_Aligned",2.4e-05,32.3,"rho-associated protein kinase 1 [Homo"
"1484","XP_054226402.1","Mass_AKT_Aligned",0.00021,29.2,"ribosomal protein S6 kinase alpha-4 is"
"1485","NP_001337268.1","Mass_AKT_Aligned",0.00021,29.2,"serine/threonine-protein kinase LATS1"
"1486","XP_054212728.1","Mass_AKT_Aligned",0.00021,29.2,"serine/threonine-protein kinase LATS1"
"1487","XP_054212720.1","Mass_AKT_Aligned",0.00021,29.2,"serine/threonine-protein kinase LATS1"
"1488","XP_054212719.1","Mass_AKT_Aligned",0.00021,29.2,"serine/threonine-protein kinase LATS1"
"1489","XP_054212721.1","Mass_AKT_Aligned",0.00021,29.2,"serine/threonine-protein kinase LATS1"
"1490","NP_001309157.1","Mass_AKT_Aligned",0.00022,29.1,"ribosomal protein S6 kinase alpha-5 is"
"1491","NP_001229790.1","Mass_AKT_Aligned",0.00023,29.1,"cAMP-dependent protein kinase catalyti"
"1492","NP_001305867.1","Mass_AKT_Aligned",0.00041,28.2,"ribosomal protein S6 kinase alpha-2 is"
"1493","XP_054212166.1","Mass_AKT_Aligned",0.00041,28.2,"ribosomal protein S6 kinase alpha-2 is"
"1494","XP_054226401.1","Mass_AKT_Aligned",0.00043,28.2,"ribosomal protein S6 kinase alpha-4 is"
"1495","XP_054226403.1","Mass_AKT_Aligned",0.00044,28.2,"ribosomal protein S6 kinase alpha-4 is"
"1496","NP_001411091.1","Mass_AKT_Aligned",0.0017,26.2,"myotonin-protein kinase isoform 14 [Ho"
"1497","NP_001411094.1","Mass_AKT_Aligned",0.0017,26.2,"myotonin-protein kinase isoform 11 [Ho"
"1498","NP_001411097.1","Mass_AKT_Aligned",0.0017,26.2,"myotonin-protein kinase isoform 15 [Ho"
"1499","NP_001075029.1","Mass_AKT_Aligned",0.0069,24.2,"myotonin-protein kinase isoform 3 [Hom"
"1500","NP_001075031.1","Mass_AKT_Aligned",0.0069,24.2,"myotonin-protein kinase isoform 4 [Hom"
"1501","NP_001411098.1","Mass_AKT_Aligned",0.0069,24.2,"myotonin-protein kinase isoform 13 [Ho"
"1502","NP_001075032.1","Mass_AKT_Aligned",0.0074,24.1,"myotonin-protein kinase isoform 1 [Hom"
"1503","NP_001339328.1","Mass_AKT_Aligned",0.015,23,"serine/threonine-protein kinase 33 iso"
"1504","XP_054225690.1","Mass_AKT_Aligned",0.015,23,"serine/threonine-protein kinase 33 iso"
"1505","XP_054225692.1","Mass_AKT_Aligned",0.015,23,"serine/threonine-protein kinase 33 iso"
"1506","XP_054225693.1","Mass_AKT_Aligned",0.015,23,"serine/threonine-protein kinase 33 iso"
"1507","XP_054225691.1","Mass_AKT_Aligned",0.015,23,"serine/threonine-protein kinase 33 iso"
"1508","XP_054225694.1","Mass_AKT_Aligned",0.015,23,"serine/threonine-protein kinase 33 iso"
"1509","XP_054194066.1","Mass_AKT_Aligned",0.018,22.8,"ribosomal protein S6 kinase alpha-1 is"
"1510","NP_001275990.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1511","NP_001339316.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1512","NP_001339319.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1513","NP_001339320.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1514","NP_001339321.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1515","NP_001339322.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1516","NP_001339318.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1517","NP_001339317.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1518","NP_112168.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1519","XP_054225658.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1520","XP_054225659.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1521","XP_054225661.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1522","XP_054225662.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1523","XP_054225663.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1524","XP_054225665.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1525","XP_054225666.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1526","XP_054225667.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1527","XP_054225669.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1528","XP_054225671.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1529","XP_054225674.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1530","XP_054225675.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1531","XP_054225676.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1532","XP_054225677.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
